name,website,sector
Universal Containers,https://universal-containers.com,Offsite & Modular
UP Building Products,https://upbp.co.uk,Merchants & Distribution
URSA Insulation,https://ursa-uk.co.uk,Insulation & Fire Protection
Utopia,https://utopiagroup.com,Kitchens & Bathrooms
UZIN UK,https://uk.uzin.com,Flooring & Tiles
Vado,https://vado.com,Kitchens & Bathrooms
Vaillant Group,https://vaillant-group.com,HVAC & Building Services
Valcan,https://valcan.co.uk,Cladding & Facades
Vandersanden,https://vandersandengroup.co.uk,"Masonry, Concrete & Heavyside"
Vanquish Bathrooms,https://vanquishbathrooms.com/,Kitchens & Bathrooms
VBH (GB),https://vbhgb.com,"Ceilings, Partitions & Interiors"
Veka UK,https://vekauk.com,"Windows, Doors & Curtain Walling"
Velfac,https://velfac.co.uk,"Windows, Doors & Curtain Walling"
Velux,https://velux.co.uk,Roofing & Rooflights
Venesta Washroom Systems,https://venesta.co.uk,"Ceilings, Partitions & Interiors"
Ventrolla,https://ccf.co.uk,"Windows, Doors & Curtain Walling"
Venture Lighting Europe,https://venturelighting.com,Lighting
Verco Office Furniture,https://verco.co.uk,"Ceilings, Partitions & Interiors"
Verona,https://veronagroup.co.uk,Flooring & Tiles
VESCOM UK,https://vescom.com,"Ceilings, Partitions & Interiors"
Vibrant Doors,https://vibrantdoors.co.uk,"Windows, Doors & Curtain Walling"
Victoria Carpets,https://victoriacarpets.com,Flooring & Tiles
Victorian Floors,https://victorianfloors.net,Flooring & Tiles
Victorian Sliders,https://victoriansliders.co.uk,"Windows, Doors & Curtain Walling"
Viega,https://viega.com,HVAC & Building Services
Viessmann UK,https://viessmann.co.uk,HVAC & Building Services
Villeroy & Boch,https://villeroy-boch.com,Kitchens & Bathrooms
Vinco Windows Group,https://vincowindows.co.uk,"Windows, Doors & Curtain Walling"
Vision Aluminium Systems,https://visionaluminium.com,"Windows, Doors & Curtain Walling"
Vision Interiors,https://vsninteriors.co.uk/,"Ceilings, Partitions & Interiors"
Vision Modular Systems UK,https://visionvolumetric.co.uk,Offsite & Modular
Vision-Built,https://vision-built.com,Offsite & Modular
Viso Partitions,https://visopartitions.co.uk,"Ceilings, Partitions & Interiors"
Visqueen Building Products,https://visqueen.com,Insulation & Fire Protection
Vista Panels,https://vistapanels.co.uk,"Windows, Doors & Curtain Walling"
Vitra,https://vitra.com,"Ceilings, Partitions & Interiors"
Vivalda,https://vivalda.co.uk,Merchants & Distribution
VIVALDA Group,https://vivalda.co.uk/,Merchants & Distribution
VJ Technology,https://vjtechnology.com,Fixings & Framing
VM Building Solutions,https://vmbuildingsolutions.com,Roofing & Rooflights
VMZinc,https://vmzinc.co.uk,Roofing & Rooflights
Voestalpine,https://voestalpine.com,"Masonry, Concrete & Heavyside"
Voestalpine Metsec,https://metsec.com,Building Envelope (other)
Vogue UK,https://vogue.net,HVAC & Building Services
Vokera,https://vokera.co.uk,HVAC & Building Services
Vortice,https://vortice.ltd.uk,HVAC & Building Services
VP PLC,https://vpplc.com/,Offsite & Modular
VPI Products UK,https://vpiuk.co.uk,Insulation & Fire Protection
Vulcan Cladding Systems,https://vulcansystems.co.uk,Cladding & Facades
Wade Building Services,https://wadebuildingsupplies.co.uk,Merchants & Distribution
Walker Modular,https://walkermodular.com,Kitchens & Bathrooms
Walls & Ceilings Int,http://walls-and-ceilings.co.uk/,Merchants & Distribution
Walls & Ceilings International,https://www.walls-and-ceilings.co.uk/,Merchants & Distribution
Walters,https://walters.co.uk,"Ceilings, Partitions & Interiors"
Walton Bathrooms,https://waltonbathrooms.co.uk,Kitchens & Bathrooms
Warmafloor,https://warmafloor.co.uk,HVAC & Building Services
Warmflow Engineering,https://warmflow.co.uk,HVAC & Building Services
Warmhaus UK,https://warmhaus.co.uk,HVAC & Building Services
Waterbury Bathroom Accessories,https://waterbury.co.uk,Kitchens & Bathrooms
Waterside Windows & Conservatories,https://waterside-windows.co.uk,"Windows, Doors & Curtain Walling"
Watts Roofing supplies,https://wattsroofing.co.uk,Merchants & Distribution
Wavin,https://wavin.com,HVAC & Building Services
Wavin UK,https://wavin.com/gb,HVAC & Building Services
WD Group,https://windowanddoor.co.uk/,"Windows, Doors & Curtain Walling"
Weatherite Aluminium Solutions,https://weatheriteasl.com,"Windows, Doors & Curtain Walling"
Weaver Flooring,https://weaver-flooring.co.uk,Flooring & Tiles
Wernick Group,https://wernick.co.uk,Offsite & Modular
West Building Supplies,https://westbs.co.uk,Merchants & Distribution
West Fraser UK,https://westfraser.com,Building Envelope (other)
West One Bathrooms,https://westonebathrooms.com,Kitchens & Bathrooms
West Port Windows & Doors,https://west-port.co.uk,"Windows, Doors & Curtain Walling"
Westbridge Furniture,https://westbridgefurniturestoke.co.uk,"Ceilings, Partitions & Interiors"
Westex Flooring,https://westexflooring.com,Flooring & Tiles
WestWood Liquid Technologies,https://westwood-uk.com,Roofing & Rooflights
Wetherby Building Systems,https://wbs-ltd.co.uk,Insulation & Fire Protection
Whitecroft Lighting,https://whitecroftlighting.com,Lighting
Whitesales,https://whitesales.co.uk,Roofing & Rooflights
Wienerberger,https://wienerberger.co.uk,Roofing & Rooflights
WILA Lighting,https://wila.com,Lighting
Willis Systems,https://willissystems.co.uk,Kitchens & Bathrooms
Wilton Carpets Commercial,https://wiltoncarpets.com,Flooring & Tiles
Window Warehouse,https://window-warehouse.co.uk,"Windows, Doors & Curtain Walling"
WinRem,https://winrem.com,"Windows, Doors & Curtain Walling"
Wolseley Group,https://wolseleycareers.co.uk,Merchants & Distribution
Wolseley UK,https://wolseley.co.uk,Merchants & Distribution
Woodall Fastening Systems,https://techscrew.com/,Fixings & Framing
Woodcraft Contract Furniture,https://woodcraft.uk.com,"Ceilings, Partitions & Interiors"
Woods of Hornsea,https://woodsofhornsea.com,Merchants & Distribution
Worcester Bosch,https://worcester-bosch.co.uk,HVAC & Building Services
WPL UK,https://wpluk.com,Cladding & Facades
Wrekin Windows,https://wrekinwindows.co.uk,"Windows, Doors & Curtain Walling"
Xcite LED Lighting,https://xciteledlighting.co.uk,Lighting
Xella,https://xella.co.uk,Insulation & Fire Protection
XL Joinery,https://xljoinery.co.uk,"Windows, Doors & Curtain Walling"
Xtralite Rooflights,https://xtralite.co.uk,Roofing & Rooflights
Xtratherm,https://xtratherm.com,Insulation & Fire Protection
YBS Insulation,https://ybsinsulation.com,Insulation & Fire Protection
YESSS Electrical,https://yesss.co.uk,Merchants & Distribution
Zentia,https://zentia.com,"Ceilings, Partitions & Interiors"
Zest Bathrooms,https://zestbathroomsandKitchens.co.uk,Kitchens & Bathrooms
Zimmer + Rohde,https://zimmer-rohde.com,Flooring & Tiles
